content,summary
月经失调是经期推迟、经期提前吗？,\n不一定是，也要根据长期的月经周期来看。\n20～40 岁女性的月经周期变化相对较小。而在月经初潮后的头 5～7 年里及绝经前的最后 10 年内，由于激素的水平变化不稳定，月经周期变化要明显得多。 如果是每次月经的间隔都一样，只是比一个月的间隔推迟了，比如每次月经间隔都是 35 天，这其实是正常的，不算推迟，也不算月经失调。如果这个周期比上一个周期延长了，那才称得上是月经推迟。 如果仅仅三五天、或者仅仅推迟过一次，可能跟生活压力、饮食情况有关系，不需要太过在意。 但如果每年月经周期少于 9 次，或月经周期超过 35 日就是月经稀发了，是月经失调的一种。\n经期提前也一样，有些人每次月经都是 21 天，这种情况就算不上「月经提前一周」，而且，偶尔有过一两次的月经周期变短，比如提前 3、5 天，也不用太过在意。 如果经常性的出现月经周期延长、或者月经周期缩短，严重影响了生活，甚至导致贫血等情况，可能真的是月经失调，需要就诊妇科检查一下看是什么问题导致了这种情况。\n但如果连续 3 个月月经周期小于 21 天，就属于月经缩短了，也是月经失调的一种。
月经失调的患者常有哪些合并的表现？,\n月经失调合并的症状，主要还是来源于原发病，可能会出现以下症状：\n痛经：于月经来潮前数小时即感到疼痛，痛经时疼痛逐步或迅速加剧，历时数小时至 2～3 日不等，部分患者有后背痛，恶心、呕吐或腹泻，严重者可伴冷汗淋漓、手足发冷，甚至昏厥。\n经前期综合征：分为两个方面，一方面是生理症状，如头痛、乳房胀痛、肢体浮肿等；另一方面是精神症状，如精神紧张、情绪不稳定、注意力不集中、烦躁易怒、抑郁、失眠，思想不集中、工作效率低等等。\n多囊卵巢综合征：月经失调患者需警惕多囊卵巢综合征，表现为月经稀发或闭经、不孕、多毛和肥胖等症状，双卵巢呈多囊性增大，还会引起不排卵导致不孕。\n面部、颈部和胸部皮肤发红：围绝经期的女性因为体内激素水平的拨动可能会导致出现一系列躯体及精神心理症状，反复出现短暂的面部、颈部及胸部皮肤阵阵发红，伴有红热，继之出汗。一般持续 1～3 分钟。症状轻者每日发作数次，严重者十余次或更多，夜间或受到刺激时容易发作。
月经失调有哪些危害？,\n首先女性在月经期间会出现头晕、乏力、腹痛等伴随症状，会影响日常生活。其次，根据病因来看，月经失调的女性可能会出现不孕、阴道不规则出血、贫血、四肢乏力等状况，严重者会危及生命。
正常月经是如何建立的？,\n正常月经的建立和维持是复杂且精密的一个过程，需要依赖下丘脑、垂体、卵巢以及子宫之间的相互作用，主要是通过各自分泌的激素来进行控制与调节。任何一方出现问题，比如激素的紊乱，或者器官的病变，都有月经失调的可能。
月经失调常见于哪些人？,\n除了患有卵巢肿瘤、子宫肿瘤等疾病的女性以外，有以下因素的女性也容易出现月经失调：\n情绪异常：若长期的心情抑郁或生气易怒，或精神受到刺激或因学习、工作紧张，家务操劳过度等，都可以引起机体神经内分泌功能紊乱；\n过度节食：盲目节食，抵制脂类食品，可使脂肪来源减少，造成体内大量脂肪和蛋白质被耗用，从而影响雌激素的合成，其结果必然导致月经失调、闭经等；\n吸烟酗酒：烟及酒中的成分，可以干扰与月经有关的生理过程，均可引起月经失调；\n肥胖：导致月经失调，月经来的频率低、次数少，经量少或闭经。
月经失调跟月经期间性生活有关吗？,\n存在一定的关系。根据病因可知，一些妇科疾病会造成月经紊乱，而在月经期间进行性生活会大大增加女性患者妇科感染的机会，且月经期间，子宫内膜是处于一个增长剥脱的阶段，小血管破裂增加，月经期间进行性生活会影响子宫内膜的正常修复，影响月经周期。\n必须提醒的是，经期同房还是需要避孕的。另外，如果性生活伴侣本身有炎症还不注意卫生，经期行房可能加重病情。
月经失调跟服用避孕药有关系吗？,\n有关系，滥用误用避孕药是导致月经失调的因素之一。\n另外，服用避孕药导致的停经或月经过少者，绝大多数停药后可自然恢复，如果停药超过六个月依然不来月经，需到正规医院检查，找到病因。\n但是合理使用避孕药对月经进行调节是一种常见的治疗手段，所以遵医嘱科学用药。
月经失调者处于绝经过渡期（更年期）的如何治疗？,\n绝经过渡期我们平常人所说的更年期，一般更年期妇女卵巢从旺盛向衰竭的阶段过渡，这个时候很出现月经紊乱。\n因为卵巢从原来排卵旺盛向衰竭的过程转化这段时间，容易出现月经紊乱。\n更年期的妇女更容易有器质性的病变，如果好几个月不来月经，来一次月经量就特别多，首先要做诊断性刮宫，既可以排除子宫内膜恶性病变，又能起到止血的目的；如果子宫内膜没有疾病导致的的病变，可进行止血、调整月经周期、减少经量的对应治疗。
月经失调可用哪些药物治疗？有什么注意事项？,\n一般常用的雌孕激素类药物，正规治疗开始后应注意：\n每 3～6 个月定期到医院复查一次，\n根据具体情况必要时行乳腺彩超、盆腔彩超检查。\n遵医嘱注意药物使用方法，且不能随意改变药物剂量、错服、漏服，用药期间出现异常情况应及时就诊。\n不可盲目使用其它药物代替。
月经失调用激素类药物治疗时出现副作用怎么办？,\n头晕、恶心乏力等，症状较重者可口服维生素 B6 治疗。\n异常阴道出血，要注意是否漏服错服药物，及时就诊，改变治疗方案。\n体重增加者，应均衡饮食，合理运动，减少盐分摄入，不会导致肥胖症，不影响健康。\n少数女性颜面部可出现色素沉着，停药后多可自然减轻或恢复。\n其他如乳房胀痛、皮疹、瘙痒等可对症处理，必要时停药。
月经失调者处于围绝经期，在饮食和生活有哪些注意事项？,\n合理安排生活，重视蛋白质、维生素及微量元素的摄入，保持心情舒畅，注意锻炼身体。\n保持外生殖器的清洁，预防感染。\n防治绝经前期月经失调，重视绝经后阴道出血。\n每年定期妇科检查及肿瘤普查，做到早发现、早诊断、早治疗。\n应避孕至月经停止 12 个月以上。\n防治绝经期综合征、骨质疏松、心血管疾病等，提高生活质量。\n补充钙质，预防骨质疏松。\n体内支持组织及韧带松弛，易发生子宫脱垂及张力性尿失禁，应行肛提肌锻炼，用力收缩肛门括约肌的动作，每天 3 次，每次 15 分钟。
子宫肌瘤是什么？,\n1.简介：子宫肌瘤是一种女性常见的生殖器肿瘤，确切的病因尚未明了，可能是由激素、饮食、肥胖等引起。\n常见于 30～50 岁的育龄期女性，20 岁以下少见。\n子宫肌瘤是一种良性疾病，一般没有或很少有症状，有症状的患者主要表现为下腹坠胀、腰酸背痛、小便次数增多、月经量增多等。\n无症状的子宫肌瘤不需要治疗。有症状的子宫肌瘤通过药物可以缩小肌瘤体积、减少出血量。可通过手术治疗，但手术后会复发。少部分患者肌瘤可引起不孕或流产。\n2.症状：子宫肌瘤一般不会或很少会引起症状，常在体检时发现，症状和肌瘤的部位、大小以及有无变性有关。如果引起症状，常见的症状包括：\n经量增多及经期延长：患者会发现自己的月经量增多且经期变长。宫肌瘤使宫腔增大，产生月经的子宫内膜的面积增加，并影响子宫收缩，从而导致经量增多、经期延长，长期月经量增多可能会导致患者出现贫血、乏力等症状。\n白带增多：子宫内膜面积增大及盆腔充血，内膜腺体分泌增多，导致白带的分泌量增加。\n尿频、尿急、腹胀、便秘：大的子宫肌瘤向前可压迫膀胱，导致尿频、尿急，宫颈肌瘤可压迫尿道引起排尿困难，后壁的肌瘤可向后压迫直肠引起下腹坠胀、便秘。\n下腹疼痛：有时候也可导致急性下腹疼痛。\n下腹包块：当肌瘤逐渐增大使子宫超过盆腔时到超过三个月妊娠子宫大小时可以从腹部触及包块。\n3.病因：确切的病因尚未明了，可能和人体内的雌激素、孕激素、种族、肥胖等有关。\n雌激素：目前多认为与女性性激素相关，肌瘤组织局部对雌激素的高敏感性是肌瘤发生的重要因素。\n孕激素：孕激素可以刺激肌瘤生长。\n种族：黑人的发病率相较于白人更高，原因尚不明确。\n生产次数：有至少一次二十周以上怀孕史、怀孕次数越多，发生本病的风险越低，具体的机制不详细。。\n初潮过早：第一次来月经时间过早（＜ 10 岁），发生肌瘤的风险性越高，可能是雌二醇水平增加，加快肌瘤的生长。\n饮食：大量摄入牛肉和其他红肉会增加患有本病的相对风险，相反摄入绿色蔬菜和水果会减少本病的发生，豆制品和咖啡因一般和本病无关，具体的机制暂未提及。\n饮酒：啤酒可能会增加本病的发生风险。\n肥胖：肥胖和子宫肌瘤密切相关，肥胖可能会相对增加雌激素游离水平，增加子宫本病的发生风险。\n维生素 D 水平低：维生素D水平和本病发病呈一个负相关的关系，即体内维生素D水平低的话，可能会增加患有本病的概率。\n遗传：另外，细胞遗传学研究显示子宫肌瘤存在细胞遗传学的异常，染色体常存在异常改变。如果一个患有子宫肌瘤，那么她的一级亲属的患病风险会增高。\n4.诊断：妇科检查：可以查看到子宫是否有增大和结节状突起，做初步的诊断。\nB 型超声：是常用的检查方法，能区分子宫肌瘤及其他盆腔肿块，多能明确诊断。\n磁共振（MRI）：可准确判断肌瘤的大小、数目和位置，可检测出 0.5cm 大小的肌瘤，对于肌瘤的各种变性如玻璃样变、钙化等也可以清晰得显示，也可以排除子宫腺肌病。\n盐水灌注超声：在宫腔内注入生理盐水，通过盆腔超声，可以识别黏膜下病变，并可以确定肌瘤突入宫腔的程度。\n宫腔镜：与盐水灌注超声相似，可评估黏膜下肌瘤或突入宫腔的肌瘤，并可确定突入程度。\n5.治疗：子宫肌瘤可以通过药物治疗和手术治疗，依据子宫肌瘤的大小、体积、症状不同，治疗方式不同。\n总体来说，没有症状的可定期复查，一般不需治疗，症状轻、近绝经年龄者可采用非手术治疗。但当出现以下症状时需手术治疗：\n月经过多引起贫血，且药物治疗无效；\n出现严重的腹痛、性交痛或慢性腹痛、有蒂肌瘤扭转导致的急性腹痛；\n肌瘤体积较大，引起尿频、尿急或便秘等压迫症状且药物治疗无效；\n能确定肌瘤是不孕或反复流产的唯一原因；\n针对备孕女性，如果肌瘤影响了宫腔形态，比如黏膜下肌瘤，建议手术（而如果是浆膜下肌瘤，不影响子宫形态，一般不需要手术）；\n子宫肌瘤合并不孕；\n绝经后未行激素补充治疗但肌瘤仍生长；\n疑有恶变。\n6.生活：血多的患者需注意卧床休息，注意保暖。如有贫血症状，应及时给与补铁治疗。\n服用药物需按医嘱进行服用，不可随意添加或减少药物。\n手术后的患者应在术后三个月内禁止性生活，以免引起阴道伤口破裂。\n7.预防：子宫肌瘤的确切病因不明，因此没有好的预防办法。注意避免子宫肌瘤的一些危险因素，或许可以降低肌瘤的发生风险，比如：\n一级亲属中有子宫肌瘤的人可以每年进行妇科检查。\n尽量不要大量摄入牛肉和其他红肉或火腿。\n肥胖可能引起肌瘤，应积极运动，减少高脂肪、高热量的食物的摄入。\n尽量不饮酒，尤其是啤酒。\n8.就诊：推荐科室\n妇科\n中国医学科学院北京协和医院\n北京市东城区王府井帅府园1号（100730）；北京市西城区大木仓胡同41号（100032）\n三级甲等\n复旦大学附属妇产科医院\n黄浦院区地址：上海市方斜路419号；杨浦院区地址：上海市沈阳路128号\n三级甲等\n华中科技大学同济医学院附属同济医院\n主院区地址：湖北省武汉市解放大道1095号 光谷院区地址：武汉市东湖新技术开发区高新大道501号 中法新城院区地址：武汉市蔡甸区新天大道288号\n三级甲等\n浙江大学医学院附属妇产科医院\n浙江省杭州市学士路1号\n三级甲等
